date,country,campaign_name,adset_name,cost,impressions,clicks 
2018-07-15,COUNTRY 3,CAMPAIGN 3,Adset 3,19.01,23951,163
2018-06-18,COUNTRY 1,CAMPAIGN 1,Adset 6,0.47,313,2
2018-05-25,COUNTRY 1,CAMPAIGN 1,Adset 1,59.36,35957,95
2018-07-03,COUNTRY 1,CAMPAIGN 1,Adset 1,5.82,4719,9
2018-05-17,COUNTRY 1,CAMPAIGN 1,Adset 6,0.4,123,
2018-09-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.07,469,1
2018-07-16,COUNTRY 2,CAMPAIGN 2,Adset 2,1.38,1006,3
2018-05-15,COUNTRY 1,CAMPAIGN 1,Adset 1,0.06,283,
2018-03-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0,2,
2018-06-11,COUNTRY 1,CAMPAIGN 1,Adset 6,2.87,6445,
2018-02-20,COUNTRY 2,CAMPAIGN 2,Adset 2,3.13,950,2
2018-04-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.23,99,3
2018-09-03,COUNTRY 1,CAMPAIGN 1,Adset 1,7.19,5795,12
2018-08-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.14,54,
2018-05-14,COUNTRY 2,CAMPAIGN 2,Adset 2,2.41,715,2
2018-08-07,COUNTRY 2,CAMPAIGN 2,Adset 2,13.93,6687,20
2018-07-13,COUNTRY 3,CAMPAIGN 3,Adset 3,2.97,2394,22
2017-12-06,COUNTRY 4,CAMPAIGN 4,Adset 6,0.13,178,
2017-12-04,COUNTRY 6,CAMPAIGN 6,Adset 6,0.02,32,
2018-03-16,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,14,
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 6,0,1,
2018-05-12,COUNTRY 2,CAMPAIGN 2,Adset 2,0.64,556,3
2018-04-30,COUNTRY 1,CAMPAIGN 1,Adset 6,9.44,19723,
2018-09-13,COUNTRY 2,CAMPAIGN 2,Adset 2,2.76,619,2
2018-04-11,COUNTRY 1,CAMPAIGN 1,Adset 1,1.04,1040,5
2018-02-18,COUNTRY 1,CAMPAIGN 1,Adset 6,3.75,3556,4
2018-01-14,COUNTRY 4,CAMPAIGN 4,Adset 4,21.68,4166,10
2018-06-14,COUNTRY 1,CAMPAIGN 1,Adset 6,3.76,8043,
2018-06-19,COUNTRY 2,CAMPAIGN 2,Adset 2,1.98,756,
2018-05-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.25,63,
2018-04-10,COUNTRY 6,CAMPAIGN 6,Adset 6,32.62,29358,16
2018-09-16,COUNTRY 2,CAMPAIGN 2,Adset 2,1.53,686,1
2018-05-03,COUNTRY 2,CAMPAIGN 2,Adset 2,2,752,5
2018-04-30,COUNTRY 2,CAMPAIGN 2,Adset 2,5.25,1408,5
2018-05-02,COUNTRY 2,CAMPAIGN 2,Adset 2,0.28,61,
2018-02-13,COUNTRY 6,CAMPAIGN 6,Adset 6,12.61,1362,5
2018-04-05,COUNTRY 4,CAMPAIGN 4,Adset 4,1.06,226,
2018-03-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.15,61,
2018-05-07,COUNTRY 1,CAMPAIGN 1,Adset 6,5.68,2740,31
2018-05-28,COUNTRY 2,CAMPAIGN 2,Adset 2,2.46,1184,6
2018-06-16,COUNTRY 2,CAMPAIGN 2,Adset 2,0.22,79,
2018-03-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,50,1
2018-06-06,COUNTRY 2,CAMPAIGN 2,Adset 2,2.39,849,1
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,20,
2018-08-15,COUNTRY 1,CAMPAIGN 1,Adset 1,0.46,404,
2018-05-30,COUNTRY 6,CAMPAIGN 6,Adset 6,147.86,144908,108
2018-07-08,COUNTRY 1,CAMPAIGN 1,Adset 6,6.17,4383,18
2018-07-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.61,219,
2018-09-14,COUNTRY 1,CAMPAIGN 1,Adset 6,1.18,1000,
2018-05-31,COUNTRY 2,CAMPAIGN 2,Adset 2,0.27,78,4
2017-12-24,COUNTRY 1,CAMPAIGN 1,Adset 1,8.91,3941,26
2018-01-05,COUNTRY 1,CAMPAIGN 1,Adset 1,4.27,7328,87
2017-12-16,COUNTRY 1,CAMPAIGN 1,Adset 6,34.99,63398,613
2018-01-25,COUNTRY 3,CAMPAIGN 3,Adset 3,2.05,454,2
2018-08-12,COUNTRY 3,CAMPAIGN 3,Adset 3,111.83,66036,627
2018-03-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,75,
2018-07-05,COUNTRY 4,CAMPAIGN 4,Adset 4,1.38,449,
2018-06-16,COUNTRY 2,CAMPAIGN 2,Adset 2,4.93,3252,54
2018-05-06,COUNTRY 2,CAMPAIGN 2,Adset 2,1.13,317,3
2018-06-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.38,121,1
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 4,191.03,13432,84
2018-07-01,COUNTRY 2,CAMPAIGN 2,Adset 2,1.77,1782,4
2017-12-22,COUNTRY 2,CAMPAIGN 2,Adset 2,4.47,2087,24
2018-06-21,COUNTRY 1,CAMPAIGN 1,Adset 6,1.82,574,2
2018-05-28,COUNTRY 3,CAMPAIGN 3,Adset 3,7.51,7480,47
2018-03-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0,3,
2018-02-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,46,
2018-04-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,22,
2018-07-15,COUNTRY 2,CAMPAIGN 2,Adset 2,3.77,1633,6
2018-04-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,55,
2018-03-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0.16,41,
2017-12-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,16,
2018-01-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,47,
2018-07-05,COUNTRY 1,CAMPAIGN 1,Adset 1,1.76,2618,19
2018-04-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,11,
2017-12-16,COUNTRY 1,CAMPAIGN 1,Adset 6,16.9,3483,7
2018-04-14,COUNTRY 1,CAMPAIGN 1,Adset 1,1.65,4867,75
2018-07-13,COUNTRY 2,CAMPAIGN 2,Adset 2,2.81,1496,1
2018-03-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,27,
2018-05-26,COUNTRY 2,CAMPAIGN 2,Adset 2,0.12,58,
2018-06-20,COUNTRY 2,CAMPAIGN 2,Adset 2,0.21,212,1
2018-07-13,COUNTRY 2,CAMPAIGN 2,Adset 2,1.91,1352,5
2018-09-12,COUNTRY 2,CAMPAIGN 2,Adset 2,6.48,1428,8
2018-01-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0.6,232,
2018-09-07,COUNTRY 1,CAMPAIGN 1,Adset 6,2.16,2903,
2018-09-02,COUNTRY 4,CAMPAIGN 4,Adset 4,0,2,
2018-01-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.54,674,4
2018-03-29,COUNTRY 3,CAMPAIGN 3,Adset 3,0.29,122,
2018-07-16,COUNTRY 1,CAMPAIGN 1,Adset 6,5.1,7639,
2018-05-28,COUNTRY 2,CAMPAIGN 2,Adset 2,0.02,14,
2018-06-27,COUNTRY 1,CAMPAIGN 1,Adset 6,2.19,839,2
2018-04-05,COUNTRY 3,CAMPAIGN 3,Adset 3,1.09,707,
2018-09-07,COUNTRY 4,CAMPAIGN 4,Adset 4,1.02,499,2
2018-06-10,COUNTRY 1,CAMPAIGN 1,Adset 6,19.76,75078,25
2018-05-15,COUNTRY 1,CAMPAIGN 1,Adset 1,5.27,5949,57
2018-09-10,COUNTRY 2,CAMPAIGN 2,Adset 2,6.23,3577,14
2018-09-12,COUNTRY 2,CAMPAIGN 2,Adset 2,27.58,14630,464
2018-09-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.03,52,
2018-07-18,COUNTRY 2,CAMPAIGN 2,Adset 2,2.34,1239,2
2018-06-30,COUNTRY 2,CAMPAIGN 2,Adset 2,5.13,2501,5
2018-08-23,COUNTRY 2,CAMPAIGN 2,Adset 2,4.21,1673,3
2018-06-06,COUNTRY 1,CAMPAIGN 1,Adset 6,2.16,1893,8
2018-07-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.61,289,
2018-08-24,COUNTRY 1,CAMPAIGN 1,Adset 1,4.01,3304,5
2018-03-31,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,11,
2018-05-11,COUNTRY 2,CAMPAIGN 2,Adset 2,0.04,32,1
2018-07-14,COUNTRY 1,CAMPAIGN 1,Adset 6,0.49,642,
2018-07-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.12,67,1
2018-08-24,COUNTRY 1,CAMPAIGN 1,Adset 1,1.98,2104,3
2018-06-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,34,
2018-06-22,COUNTRY 1,CAMPAIGN 1,Adset 1,1.58,2534,12
2018-08-31,COUNTRY 1,CAMPAIGN 1,Adset 6,11.8,6712,
2018-05-13,COUNTRY 3,CAMPAIGN 3,Adset 3,14.86,7956,29
2018-04-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0,11,
2018-08-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0.99,674,3
2018-04-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0,17,
2018-07-10,COUNTRY 2,CAMPAIGN 2,Adset 2,2.86,2210,3
2018-07-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.9,689,1
2018-08-02,COUNTRY 1,CAMPAIGN 1,Adset 1,1.54,1643,3
2018-09-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.16,118,
2018-08-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,27,
2018-05-19,COUNTRY 6,CAMPAIGN 6,Adset 6,30.62,57197,
2018-04-22,COUNTRY 4,CAMPAIGN 4,Adset 4,4.51,620,5
2018-06-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.28,441,
2018-07-19,COUNTRY 3,CAMPAIGN 3,Adset 3,3.6,2743,2
2018-09-03,COUNTRY 1,CAMPAIGN 1,Adset 6,16.15,28343,136
2017-12-31,COUNTRY 4,CAMPAIGN 4,Adset 4,0.49,480,3
2018-09-09,COUNTRY 2,CAMPAIGN 2,Adset 2,6.23,1310,8
2018-03-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.86,243,
2018-07-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,203,
2018-06-25,COUNTRY 1,CAMPAIGN 1,Adset 6,0.37,232,1
2018-07-04,COUNTRY 1,CAMPAIGN 1,Adset 1,2.93,1775,5
2018-04-19,COUNTRY 1,CAMPAIGN 1,Adset 1,0.98,5068,61
2018-05-25,COUNTRY 1,CAMPAIGN 1,Adset 6,8.7,5974,43
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.1,23,
2018-06-03,COUNTRY 1,CAMPAIGN 1,Adset 1,6.3,4080,16
2017-12-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0,1,
2018-08-04,COUNTRY 1,CAMPAIGN 1,Adset 6,0.5,933,
2018-05-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.16,64,
2018-07-01,COUNTRY 4,CAMPAIGN 4,Adset 4,2.62,644,2
2018-06-10,COUNTRY 2,CAMPAIGN 2,Adset 2,1.71,667,3
2018-05-17,COUNTRY 2,CAMPAIGN 2,Adset 2,0.85,238,2
2018-05-03,COUNTRY 2,CAMPAIGN 2,Adset 2,1.65,427,2
2018-08-14,COUNTRY 4,CAMPAIGN 4,Adset 4,0.17,49,1
2018-08-21,COUNTRY 2,CAMPAIGN 2,Adset 2,1.33,1916,10
2018-05-21,COUNTRY 3,CAMPAIGN 3,Adset 3,3.1,1435,4
2018-05-20,COUNTRY 6,CAMPAIGN 6,Adset 6,39.85,29127,28
2018-09-01,COUNTRY 3,CAMPAIGN 3,Adset 3,32.01,14620,109
2018-01-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0.29,81,
2018-07-28,COUNTRY 1,CAMPAIGN 1,Adset 1,4.51,5909,37
2018-09-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.4,98,
2018-09-02,COUNTRY 1,CAMPAIGN 1,Adset 6,20.05,18762,
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 6,0.01,4,
2018-04-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0.06,10,
2018-04-28,COUNTRY 2,CAMPAIGN 2,Adset 2,2.29,1073,15
2018-07-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0.71,208,
2018-03-20,COUNTRY 1,CAMPAIGN 1,Adset 6,7.34,3656,35
2018-06-30,COUNTRY 1,CAMPAIGN 1,Adset 6,24.02,21813,131
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 6,0,1,
2018-09-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.25,122,1
2018-02-20,COUNTRY 2,CAMPAIGN 2,Adset 2,0.78,242,3
2018-07-10,COUNTRY 3,CAMPAIGN 3,Adset 3,34.66,25584,112
2018-05-13,COUNTRY 1,CAMPAIGN 1,Adset 1,0.33,1102,3
2018-09-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.47,213,
2017-12-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.33,64,
2018-01-06,COUNTRY 1,CAMPAIGN 1,Adset 6,0.55,152,
2018-06-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,43,
2018-08-11,COUNTRY 3,CAMPAIGN 3,Adset 3,6.78,31143,396
2018-01-12,COUNTRY 2,CAMPAIGN 2,Adset 2,14.63,3032,27
2018-04-14,COUNTRY 6,CAMPAIGN 6,Adset 6,38.03,3488,
2018-06-19,COUNTRY 2,CAMPAIGN 2,Adset 2,2.7,885,1
2017-12-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,38,
2018-03-29,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,10,
2018-06-10,COUNTRY 1,CAMPAIGN 1,Adset 6,55.77,49061,100
2018-04-07,COUNTRY 1,CAMPAIGN 1,Adset 1,50.3,26576,176
2018-05-26,COUNTRY 1,CAMPAIGN 1,Adset 6,1.34,948,6
2018-05-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.11,36,
2018-03-20,COUNTRY 2,CAMPAIGN 2,Adset 2,0.62,123,
2018-08-18,COUNTRY 1,CAMPAIGN 1,Adset 6,8.98,14956,75
2018-09-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0.13,68,1
2018-04-08,COUNTRY 6,CAMPAIGN 6,Adset 6,54.8,22290,158
2018-01-15,COUNTRY 1,CAMPAIGN 1,Adset 1,0.69,1191,1
2018-03-10,COUNTRY 4,CAMPAIGN 4,Adset 4,12.08,2153,14
2018-09-15,COUNTRY 1,CAMPAIGN 1,Adset 6,0.11,320,
2018-06-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,56,
2018-06-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0.04,89,2
2018-08-28,COUNTRY 6,CAMPAIGN 6,Adset 6,80.01,15244,
2017-12-29,COUNTRY 1,CAMPAIGN 1,Adset 1,0.18,86,
2018-06-28,COUNTRY 3,CAMPAIGN 3,Adset 3,109.48,25942,104
2018-05-05,COUNTRY 2,CAMPAIGN 2,Adset 2,2.5,724,2
2017-12-22,COUNTRY 1,CAMPAIGN 1,Adset 1,28.3,60950,16
2018-03-19,COUNTRY 3,CAMPAIGN 3,Adset 3,0.49,233,
2018-04-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,12,
2018-07-20,COUNTRY 2,CAMPAIGN 2,Adset 2,2.38,1666,3
2018-03-31,COUNTRY 4,CAMPAIGN 4,Adset 4,0,18,
2018-08-06,COUNTRY 1,CAMPAIGN 1,Adset 6,2.87,2286,25
2018-08-07,COUNTRY 1,CAMPAIGN 1,Adset 1,1.52,2458,13
2018-03-31,COUNTRY 3,CAMPAIGN 3,Adset 3,0.21,92,
2018-08-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0,5,
2018-07-14,COUNTRY 3,CAMPAIGN 3,Adset 3,5.36,15814,24
2018-06-21,COUNTRY 1,CAMPAIGN 1,Adset 6,0.5,186,1
2018-01-10,COUNTRY 4,CAMPAIGN 4,Adset 6,0.03,11,
2018-05-23,COUNTRY 1,CAMPAIGN 1,Adset 6,1.36,1065,3
2017-12-26,COUNTRY 4,CAMPAIGN 4,Adset 6,0,1,
2018-06-21,COUNTRY 1,CAMPAIGN 1,Adset 1,58.52,57141,297
2017-12-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.51,47,
2018-08-02,COUNTRY 1,CAMPAIGN 1,Adset 6,0.32,658,2
2018-03-21,COUNTRY 4,CAMPAIGN 4,Adset 4,1.61,237,
2018-05-21,COUNTRY 1,CAMPAIGN 1,Adset 6,1.19,409,1
2018-07-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,19,
2018-06-05,COUNTRY 2,CAMPAIGN 2,Adset 2,2.07,722,1
2018-09-03,COUNTRY 2,CAMPAIGN 2,Adset 2,2.23,578,1
2018-07-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0.24,163,2
2018-04-23,COUNTRY 3,CAMPAIGN 3,Adset 3,89.3,75594,112
2018-06-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0.56,297,
2018-01-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,51,
2018-07-08,COUNTRY 1,CAMPAIGN 1,Adset 6,3.85,6161,15
2018-05-26,COUNTRY 1,CAMPAIGN 1,Adset 6,13.15,9707,49
2018-06-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.47,225,2
2018-05-19,COUNTRY 2,CAMPAIGN 2,Adset 2,0.33,121,
2018-05-21,COUNTRY 3,CAMPAIGN 3,Adset 3,33.87,20759,84
2018-08-06,COUNTRY 1,CAMPAIGN 1,Adset 6,2.2,4120,
2018-07-09,COUNTRY 1,CAMPAIGN 1,Adset 6,9.19,6414,59
2018-06-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0,33,
2018-01-16,COUNTRY 1,CAMPAIGN 1,Adset 1,0.29,797,6
2018-05-18,COUNTRY 3,CAMPAIGN 3,Adset 3,28.44,35495,39
2018-03-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0,11,
2018-03-07,COUNTRY 1,CAMPAIGN 1,Adset 6,75.35,552972,
2018-07-26,COUNTRY 6,CAMPAIGN 6,Adset 6,18.27,16719,66
2018-04-11,COUNTRY 1,CAMPAIGN 1,Adset 1,0.46,1783,29
2018-07-15,COUNTRY 3,CAMPAIGN 3,Adset 3,16.42,63705,131
2018-01-29,COUNTRY 4,CAMPAIGN 4,Adset 4,0.13,263,4
2018-06-28,COUNTRY 3,CAMPAIGN 3,Adset 3,14.62,23096,156
2018-02-03,COUNTRY 1,CAMPAIGN 1,Adset 1,6.82,7962,58
2018-08-27,COUNTRY 6,CAMPAIGN 6,Adset 6,51.2,54350,
2018-02-09,COUNTRY 1,CAMPAIGN 1,Adset 1,29.82,197765,79
2018-06-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,13,
2018-06-09,COUNTRY 4,CAMPAIGN 4,Adset 4,3.31,553,2
2018-06-16,COUNTRY 2,CAMPAIGN 2,Adset 2,0.83,227,2
2018-08-08,COUNTRY 3,CAMPAIGN 3,Adset 3,23.12,55679,195
2018-09-04,COUNTRY 1,CAMPAIGN 1,Adset 6,9.56,13608,
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,186,
2018-03-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,9,
2018-06-18,COUNTRY 6,CAMPAIGN 6,Adset 6,27.87,3869,
2018-03-22,COUNTRY 1,CAMPAIGN 1,Adset 6,2.67,1312,8
2017-12-26,COUNTRY 4,CAMPAIGN 4,Adset 6,0,1,
2018-05-02,COUNTRY 1,CAMPAIGN 1,Adset 1,18.53,18698,71
2018-01-03,COUNTRY 4,CAMPAIGN 4,Adset 6,0.2,60,1
2018-06-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.42,562,5
2018-06-23,COUNTRY 2,CAMPAIGN 2,Adset 2,3.2,1126,4
2017-12-06,COUNTRY 1,CAMPAIGN 1,Adset 1,1.28,1120,
2018-07-19,COUNTRY 2,CAMPAIGN 2,Adset 2,0.78,447,1
2018-05-23,COUNTRY 2,CAMPAIGN 2,Adset 2,0.55,284,
2018-08-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.03,22,
2017-12-19,COUNTRY 4,CAMPAIGN 4,Adset 6,0.11,13,
2018-08-27,COUNTRY 3,CAMPAIGN 3,Adset 3,11.84,5392,41
2018-04-26,COUNTRY 2,CAMPAIGN 2,Adset 2,5.26,1513,5
2018-06-23,COUNTRY 1,CAMPAIGN 1,Adset 1,2.15,2679,16
2018-07-01,COUNTRY 1,CAMPAIGN 1,Adset 6,1.87,490,2
2018-01-14,COUNTRY 4,CAMPAIGN 4,Adset 4,0.54,192,1
2018-01-22,COUNTRY 1,CAMPAIGN 1,Adset 6,44.89,33230,25
2018-04-30,COUNTRY 2,CAMPAIGN 2,Adset 2,0.6,205,1
2018-06-11,COUNTRY 1,CAMPAIGN 1,Adset 6,5.95,2026,5
2018-05-19,COUNTRY 3,CAMPAIGN 3,Adset 3,0.04,79,
2018-07-02,COUNTRY 1,CAMPAIGN 1,Adset 1,6.03,6386,41
2018-06-05,COUNTRY 1,CAMPAIGN 1,Adset 1,3.29,3486,29
2018-05-08,COUNTRY 6,CAMPAIGN 6,Adset 6,3.2,2243,
2018-01-24,COUNTRY 4,CAMPAIGN 4,Adset 4,0.32,226,1
2017-12-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,14,
2018-01-16,COUNTRY 4,CAMPAIGN 4,Adset 4,0.15,93,
2018-01-16,COUNTRY 2,CAMPAIGN 2,Adset 2,0.09,79,1
2018-07-28,COUNTRY 3,CAMPAIGN 3,Adset 3,52.69,41506,238
2017-12-30,COUNTRY 1,CAMPAIGN 1,Adset 1,30.7,73404,66
2018-06-09,COUNTRY 1,CAMPAIGN 1,Adset 1,3.84,4058,41
2018-07-31,COUNTRY 2,CAMPAIGN 2,Adset 2,36.18,24350,140
2018-06-25,COUNTRY 2,CAMPAIGN 2,Adset 2,2.51,1134,1
2018-03-22,COUNTRY 2,CAMPAIGN 2,Adset 2,0.34,112,
2018-08-23,COUNTRY 3,CAMPAIGN 3,Adset 3,1.86,12667,53
2017-12-24,COUNTRY 1,CAMPAIGN 1,Adset 1,0.8,843,6
2017-12-25,COUNTRY 1,CAMPAIGN 1,Adset 6,0.21,68,
2018-02-02,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,8,
2018-07-25,COUNTRY 2,CAMPAIGN 2,Adset 2,0.57,272,
2018-08-13,COUNTRY 1,CAMPAIGN 1,Adset 6,7.8,14012,
2017-12-04,COUNTRY 4,CAMPAIGN 4,Adset 4,1.43,671,2
2018-05-24,COUNTRY 2,CAMPAIGN 2,Adset 2,0.29,255,
2018-05-27,COUNTRY 1,CAMPAIGN 1,Adset 6,5.23,10594,
2018-08-06,COUNTRY 6,CAMPAIGN 6,Adset 6,18.92,42464,7
2018-01-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.2,67,
2018-01-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.15,108,
2018-05-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.45,239,
2018-01-14,COUNTRY 2,CAMPAIGN 2,Adset 2,14.74,3665,31
2018-08-07,COUNTRY 6,CAMPAIGN 6,Adset 6,29.51,15377,
2018-03-03,COUNTRY 3,CAMPAIGN 3,Adset 3,0.99,412,3
2018-01-11,COUNTRY 2,CAMPAIGN 2,Adset 2,0.25,267,2
2017-12-21,COUNTRY 1,CAMPAIGN 1,Adset 1,73.17,35879,259
2018-09-03,COUNTRY 1,CAMPAIGN 1,Adset 6,7.77,7464,
2018-04-27,COUNTRY 1,CAMPAIGN 1,Adset 1,4.32,2936,8
2018-01-24,COUNTRY 4,CAMPAIGN 4,Adset 4,0,11,
2018-02-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.79,178,1
2018-07-23,COUNTRY 1,CAMPAIGN 1,Adset 6,11.51,9185,
2018-07-10,COUNTRY 3,CAMPAIGN 3,Adset 3,6.18,4211,9
2018-05-29,COUNTRY 1,CAMPAIGN 1,Adset 6,19.64,137662,41
2018-02-20,COUNTRY 1,CAMPAIGN 1,Adset 1,61.61,106398,616
2018-04-07,COUNTRY 1,CAMPAIGN 1,Adset 6,27.51,11627,85
2018-09-14,COUNTRY 1,CAMPAIGN 1,Adset 1,3.17,4534,28
2018-02-25,COUNTRY 1,CAMPAIGN 1,Adset 6,1.77,1173,5
2018-03-11,COUNTRY 4,CAMPAIGN 4,Adset 4,1.37,342,
2018-08-01,COUNTRY 2,CAMPAIGN 2,Adset 2,1.96,1266,1
2018-09-12,COUNTRY 2,CAMPAIGN 2,Adset 2,1.35,867,21
2018-03-24,COUNTRY 1,CAMPAIGN 1,Adset 1,24.35,119996,168
2018-01-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0.55,174,1
2018-06-29,COUNTRY 2,CAMPAIGN 2,Adset 2,1.68,712,
2018-03-02,COUNTRY 1,CAMPAIGN 1,Adset 6,22.09,23179,3
2018-03-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.2,92,
2018-05-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.25,89,1
2018-04-02,COUNTRY 1,CAMPAIGN 1,Adset 6,2.44,2829,12
2018-09-13,COUNTRY 2,CAMPAIGN 2,Adset 2,7.43,3708,26
2018-01-23,COUNTRY 3,CAMPAIGN 3,Adset 3,3.27,940,1
2018-08-16,COUNTRY 1,CAMPAIGN 1,Adset 1,3.98,15448,90
2018-04-28,COUNTRY 1,CAMPAIGN 1,Adset 6,34.22,29489,57
2018-06-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.83,402,2
2018-08-29,COUNTRY 2,CAMPAIGN 2,Adset 2,3.32,1787,9
2018-01-29,COUNTRY 4,CAMPAIGN 4,Adset 4,0.14,290,1
2018-09-07,COUNTRY 2,CAMPAIGN 2,Adset 2,1.1,764,1
2018-08-10,COUNTRY 3,CAMPAIGN 3,Adset 3,0.08,215,4
2018-02-28,COUNTRY 2,CAMPAIGN 2,Adset 2,3.57,1368,4
2018-07-26,COUNTRY 1,CAMPAIGN 1,Adset 6,1.97,1355,6
2018-07-14,COUNTRY 1,CAMPAIGN 1,Adset 6,19.2,17920,82
2018-01-07,COUNTRY 1,CAMPAIGN 1,Adset 6,0.96,331,
2018-01-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.13,18,
2018-05-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.5,356,3
2018-01-27,COUNTRY 4,CAMPAIGN 4,Adset 4,9.76,1355,9
2018-01-23,COUNTRY 1,CAMPAIGN 1,Adset 1,2.47,3035,50
2018-05-20,COUNTRY 2,CAMPAIGN 2,Adset 2,0.6,305,3
2018-03-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.69,148,
2017-12-09,COUNTRY 1,CAMPAIGN 1,Adset 1,107.89,53967,473
2018-03-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,9,
2018-01-04,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,44,
2018-07-19,COUNTRY 2,CAMPAIGN 2,Adset 2,0.1,85,
2018-07-02,COUNTRY 1,CAMPAIGN 1,Adset 6,1.65,542,3
2018-09-10,COUNTRY 1,CAMPAIGN 1,Adset 6,1.45,1797,
